"a1 0" "a2 0" "a1 1" "a2 1" "a1 2" "a2 2" "a1 3" "a2 3" "a1 4" "a2 4" "a1 5" "a2 5" "a1 6" "a2 6" "a1 7" "a2 7" "a1 8" "a2 8" "a1 9" "a2 9" "a1 10" "a2 10" "a1 11" "a2 11" "a1 12" "a2 12" "a1 13" "a2 13" "a1 14" "a2 14" "a1 15" "a2 15" "a1 16" "a2 16" "a1 17" "a2 17" "a1 18" "a2 18" "a1 19" "a2 19" "a1 20" "a2 20" "a1 21" "a2 21"
0.01993296958495105 0.009342485979408354 0.01966569616339883 -0.005055466902478129 0.008898782761357808 0.009091753449665823 0.01262341496595306 0.01040144875049597 0.02006274855389004 -0.0065273421559383805 0.00548654495452104 0.0011855159763847687 -0.013732142796232681 -0.008013256882513807 0.0029968137888846656 0.009553321906835482 0.018122552915316458 0.0023161220580748226 -0.00670132086285827 0.002710681750044036 -0.016285018198303372 0.008128480755768294 0.01582973752380824 0.01171818289792988 -0.0019128395935096086 -0.0036366428621674766 0.024778389126744547 0.0118282025405603 -0.022470651565409134 0.011897738052216592 -0.01496169062852985 0.0017064243811033084 -0.012467866390920075 0.012367167388862694 0.019589709467491154 -0.010937332162365355 0.011060379485769664 0.0019375650026726974 0.011604037515334599 0.010632454453085685 0.0018450321524866198 -0.002897677750068596 0.017017034992700505 -0.009030490466056485
0.0221928232248942 0.007897289794640959 -0.03339197742233926 -0.013145650291499306 0.0750757901696192 0.004350032336394856 0.044466432563746654 0.012001901682870122 0.007080683889104908 -0.006200977181117705 0.030776702363758377 0.0024851080220942737 -0.011006153770490317 -0.0009595936875190108 -0.015286740175852678 -0.010521180079072207 0.012946933283221525 0.0025056093322453382 -0.016752394394000777 -0.004569629302762194 0.007800371374646515 -0.003514441777213683 -0.015524232119373546 0.0013818303490919558 0.028619203762121865 -0.002744741363743493 0.017837226868832455 0.007304025494813803 0.005578335353470582 -0.009014681916977295 0.004668637646187512 -0.005210593094258029 -0.037811584424505204 -0.014130723127636217 -0.002550366730905981 -0.008297863089800503 -0.00471978205574106 0.0213051537117188 -0.010242910697867822 -0.0017222125582579337 0.009373586977038446 -0.006646841448770405 -0.02802302235471139 -0.0015026644913083997
0.04463990110172394 -0.006357720003090264 -0.0006477787439689426 0.0012523680429725968 -0.031880622891050675 0.00787234443975732 -0.002948434154267115 -0.02758434471924529 0.010340071337946509 -0.0021249242109440273 -0.004923191581687928 -0.00036597129796275287 -0.027210627582512498 -0.0020126487252069758 -0.0074894381310701245 -0.01326700330169449 -0.016052885382396524 0.006083676815198925 0.01383985282962992 0.004166888889885466 -0.0027212105612038806 0.0024397418616491713 -0.07340278143994389 0.001602110822817675 -0.003203048958447279 0.007313324347291522 -0.04624724308067809 -0.003655346528018671 -0.0243101235116819 -0.0035043383655716832 -0.011920679611611916 -0.0004240370789257831 -0.014280583828406385 -0.004488281939370316 0.005159090259344944 -0.00306293984284047 -0.05524104935495365 0.008439430519012496 -9.389199971708569e-06 0.004631571347120503 0.015168408835156308 -0.006414316837367755 -0.018860447240782712 -0.006688686293837341
0.013585290057481925 -0.00013419378518049694 0.0035507448231841135 0.006552665500276862 -0.019077014489440224 0.003911623610203163 -0.0001697033668769949 -0.0012537704284258742 -0.04049117882412166 -0.017162866838740395 -0.011936050465707096 -0.0018440835118154614 -0.003991821789372262 -0.0015439845349839378 0.011146778968567264 -0.0009193049273263882 0.008547107403625007 0.007587737448381288 0.005100020447414845 -0.0030215527195086114 0.04131255748960225 0.043050264751358605 -0.06639824659634808 0.046045350043039224 -0.027466503785774123 -0.013714504614484818 -0.022571973564221713 -0.005988357611053148 0.01805977170862095 0.00020733267347345456 0.013296500337902799 0.0012873084912491172 0.015859282007024186 0.008228967726633186 -0.004728577996262003 -0.002268319909041997 -0.05295331670648613 0.008391542055296412 -0.011668575893023345 -0.012581527211089944 0.00784335005632847 -0.0029038324829900996 -0.029929259314236827 0.0060572524513639835
-0.007266949306356638 0.009096869559514121 0.006331408675118173 0.0019744859248923712 -0.04445679498400277 -0.02102062446637176 -0.04809828439261663 0.009810386916107854 0.0006486314594887286 -0.005966390533886236 0.012463728330279356 0.004130697411892427 -0.060312251330089564 -0.009247627310220122 -0.008722724453097595 -0.006600344189179416 0.007577691178015322 -0.0012634780391408058 0.002930043737235481 -0.007219745510525008 0.0025988896191940516 0.021789238161901654 -0.024462914283755896 0.008064141266592805 0.015362795449305553 0.005523375979206189 -0.011517078821181609 -0.007197382581431566 0.014853205402209618 -0.0007104510471148333 -0.018464015961966375 -0.003322043233544498 -0.004933222186596919 0.0016703602582560108 -0.0027449910368264256 0.0006212904452217033 0.013883370620002484 -0.00410830296166892 0.011794268181187107 -0.006920098767781545 -0.006815865641317933 0.0010090680689897602 -0.024827548445695537 0.009078787101436272
-0.01871724865846863 0.005542663833282489 -0.042949260907166546 -0.016190426385978982 -0.034004158952543335 -0.004852194913216177 0.01014250465641933 -0.0087844074903559 0.0008482485018520978 0.00016381636299147692 -0.01470076011805114 -0.0049777693260364495 -0.007593281104732232 -0.03017896725718947 0.0001352723937541606 0.0021399122383471444 0.014963951257211025 -0.017414479682603918 0.01131499842000473 -0.002996807642555684 -0.012523199927100569 -0.009420963981834897 0.019961944620729907 -0.0013152630759626137 -0.003527576297514727 0.014446246440686537 -0.033093766369638254 0.01513410812931296 0.015126090965818849 -0.004672717103575501 -0.0073743914286966165 -0.004239689610806684 -0.0035119822488754683 0.01048398560105382 0.003251057392596393 0.011977180133872339 -0.029876162457889124 -0.0043822218919236195 0.006995286767829493 -0.009813712063991877 0.013254836112837266 0.004453446871213114 0.0084443567517193 0.0002513460586241094
0.0005596252677530763 -0.0128055378025254 0.006976183885959188 0.006607084453514087 -0.012693603076334194 -0.0018554079924569984 0.008616731352894954 -0.0017612819479647507 -0.010873411160728808 0.005683402090040665 0.005572838567741277 0.0021116103414456334 -0.01081980085535436 0.0019741017963690656 0.0030024635873683978 -0.002361741257694494 -0.007609756789475421 -0.0025251418044175892 0.0008567180548173728 0.002901689892556102 -0.012729049180541172 0.009607846727209917 -0.013327403261800614 -0.0058318544316698665 -0.02520888701067527 -0.010687184050894635 -0.05713759943368747 -0.006627078098144956 0.0032410735324143467 -0.012066121071815752 -0.016116707255772765 -0.006282832919725134 0.009432862112461518 0.005671703111350795 0.005062502233373403 -0.0013061015519211237 0.04536003896921972 -0.00514258080224217 -0.00888993110117615 0.02478433344273712 0.026078431662546257 -0.006348767885387709 0.002104151690021686 0.005630018473033798
-0.01954018825583302 -0.0018207778320297387 -0.0026558834753872343 0.00516936270312594 -0.006975052029683321 0.0011764511451279795 -0.0025791673182284512 0.006255470132263392 0.002172097689517378 0.008599484699211464 0.0010628437683445917 -0.020042028141602677 -0.017783339627566938 0.011383261075964487 0.009780207334796662 -0.004019467825609659 0.011735253739228554 -0.002104790440519078 0.006591487294558116 -0.006883810912564034 0.0330534571674308 0.0013840817576899216 -0.03533115218083217 0.002003095691671992 0.015977191660522937 -0.00759715453989665 -0.001088576395937763 0.009486746791676496 -0.026100157987851078 -0.004126110455467231 0.013554224402575185 0.015123551884153243 0.011848984245431831 -0.002153251507218788 -0.003535668993408765 -0.006759640159501726 0.0006290911636226178 0.005210994375366591 0.01272121443158705 -0.00523929520297738 0.00627974700845081 -0.0060156719822897 -0.017469011577032175 -0.004782022536062402
-0.02702537280041849 -0.0068489148674019855 0.005860051934913275 -0.011260837381628716 0.035806049705732396 0.012233588148721879 -0.025395815956510193 -0.0055228386996371785 -0.0110326126238692 0.012928595998173186 -0.013887134274959174 0.005665638500791351 -0.008603107908335319 0.005503644109316806 0.013698062708860183 0.0023007087244596453 -0.001118095009310518 0.010646979332163633 0.002537350295432776 0.0014186467267884716 0.008042735463120258 0.00644831053225465 -0.001942978971575717 -0.009028605342371019 -0.02129037230412406 -0.0035703694702599064 -0.016708295072750096 -0.005746267804038627 -0.005964341193466893 -0.00613160866656437 0.027010640880172083 0.0004906309726595869 0.005133651436271271 0.0028376124399244534 0.0001687903440713472 0.006351940733044037 0.050058441298839 -0.028601348278338132 0.046657629380543096 -0.004461557950855671 -0.011385204714529945 0.0035271009288238005 -0.0014348788980845162 -0.001144236874799636
0.03461296421711517 0.010381132945714593 0.010511895861760646 -0.005213260732480017 -0.13524277255835115 0.011629615885732747 -0.012380358568868944 -0.017063322085410473 0.006935204425205429 -0.0002466383481406448 0.023335653086434482 -0.007181507533962277 -0.027776402633960903 0.009383624658376269 -0.01129735508726111 0.00017856278638269608 -0.011084049813453452 0.032677233699227676 -0.0009772003575878802 0.00269972807730773 0.013233765779184163 0.018081401269914824 -0.00961028407448686 0.009279200500859168 -0.036715128528711866 0.008516518650270304 0.0010120967210988747 0.010411870465704581 0.014965768087595123 -0.01491311074167442 0.00025887972408682267 -0.013013686830472698 -0.03038682008144872 0.0024352875181324757 0.0068561374098672434 -0.00226701337471961 -0.012278654603703133 0.007151626704961109 -0.057397871760479065 0.05107132444492764 0.008796036179170215 0.002331094359943053 0.008121817001732852 -0.014164347924852834
