"a1 0" "a2 0" "a1 1" "a2 1" "a1 2" "a2 2" "a1 3" "a2 3" "a1 4" "a2 4" "a1 5" "a2 5" "a1 6" "a2 6" "a1 7" "a2 7" "a1 8" "a2 8" "a1 9" "a2 9" "a1 10" "a2 10" "a1 11" "a2 11" "a1 12" "a2 12" "a1 13" "a2 13" "a1 14" "a2 14" "a1 15" "a2 15" "a1 16" "a2 16" "a1 17" "a2 17" "a1 18" "a2 18" "a1 19" "a2 19" "a1 20" "a2 20" "a1 21" "a2 21"
-0.004297941103556252 0.002981622565055033 -0.004926375474253879 -0.0008303843876286643 0.016899832109360885 0.006696678166149348 0.021458596242144298 -0.0042773478237810485 0.010006698466285244 -0.009292302099108933 -0.0055293555464491755 -0.0036649090285519434 -0.008353448014995985 0.0011990437796785042 0.00466961027822367 0.014703634281593391 0.001383417685148568 0.0021059761292457667 0.0033442558793362873 -0.000521665332163785 -0.0065062152868234175 -0.0021333845040515088 0.0084577981143618 0.014584045472150855 -0.030368323565217216 0.008869438037616516 -0.00788788097378245 -0.005636864331910815 0.006517988058471238 -0.0007159375541084532 -0.025918687751938518 -0.008873533580212438 0.006385874207515077 -0.01930567839333248 -0.005904572848763294 0.004451873943568302 -0.0031025277171797872 0.009938319162746245 0.022761129648942776 -0.018770994938106817 -0.006194184683268283 0.0006943424821399542 -0.005005308796300637 0.002127068764041252
0.008006058060844675 0.0026326751480520907 -0.004571360408988636 0.004460215279065942 -0.016337178071173058 -0.012354902566825431 0.0059407746414966425 -0.0005742522233362908 0.005503476087760514 0.0002858547019574843 -0.01296757482196439 -0.0012730996721003133 0.00038647858599419284 0.003831502604160554 -0.002897601611369901 0.007022070427227526 0.01926974906868512 -0.009785749213324882 -0.009051134313704879 0.0013852980422813168 0.001523905873733011 0.0007594299513879042 0.008683820873601941 -0.003504946482911929 -0.011919036800691101 -0.014602798109071204 -0.018799634652533943 0.000517551901450471 0.003657092030756874 0.014356287581339664 -0.023953904942403473 0.0028557842515186836 -0.009304777255064758 -0.004502305410137628 -0.01680444934050132 0.004277608773688052 0.001842661416111796 -0.002791701429947311 -0.005323658391856418 0.0012312162341757363 -0.010894729440936272 -0.0024798327143422732 -0.005204764527104875 -0.003297001020094846
0.0057066142305582344 0.003117904558945036 0.015285521202045037 0.00013849041438550568 0.010272049994016735 -0.01951681932099156 -0.003222291718984565 -0.007720238946228982 -0.022781423808295138 -0.006233797930359471 0.007659492925839674 0.00898442885499842 0.005107851508538362 0.004485288745041312 0.003451364399116931 -0.004692952384937848 -0.005486817508838729 0.006375822716580757 0.001548683686768126 -0.0007589426893309091 -0.003523371980669067 -0.0024631872151022237 -0.0048269338213036824 -0.012041486189319352 -0.019190324078443923 -0.009656540483166835 -0.011447036741217146 0.002369314859905057 0.0038371131818225796 -0.008116994867482855 -0.013413256873515213 -0.0008495135286351944 -0.006029617887754921 -0.0054353978752412725 0.008791451359366258 0.003210792866696009 0.010547104852835928 -0.00974742535812549 0.002640225403740165 -0.009443582522439046 0.008700979093084054 0.0032111883572256837 -0.003320329360546507 0.006635800670043403
-0.007663703064424485 -0.0029126907534885206 0.005184045291809436 0.002272301814257772 -0.002049886900112974 -0.0012552989110448786 0.0016521830319365049 0.009308919057848336 0.020953818525810925 0.006365202186183163 -0.015067165559482927 -0.001108337530040471 -0.01754187242781142 -0.009976168330542413 0.0030820301957799633 -0.0028280802478527363 0.004835662500288103 -0.001020174069843285 0.0041666465394838825 0.0018815383116050513 -0.008222292604778055 -0.0022523208875590466 0.0027716807222543487 -0.006327137830214271 -0.00045737612527221855 0.009263546586949528 -0.007676883269258763 -0.004594302247626167 0.00073940819450453 -0.01794786345048136 -0.0041359635592614855 -0.005365165059676731 -0.0120473877216964 -0.0025331783993633194 0.006227446766884725 -0.00227761461527802 -0.011984378166149487 -0.007201502538126117 -0.0033348478798834137 -0.0007136802574004918 0.006615303718282889 0.007693207983631143 0.013378997472171606 0.008494189486041472
-0.008168733028181925 -0.0024809923943568484 -0.008414191419459338 -0.006119857156837791 0.01790239517151471 0.007984428549947568 0.018867991116731916 0.005782640164877502 0.012231790203027426 0.0020781564309554084 -0.015209478124738211 -0.009971071983427941 -0.004137294436336782 -0.002447763252837139 0.0026148165041515407 0.004495052125870722 -0.019326261572251414 0.0020779003023386157 0.0011927066107346432 0.000290572509022791 -0.008287307277540942 -0.0036116628020200926 -0.014100343303930923 -0.006431776351069443 -0.009169369988827364 -0.0022785250520986375 -0.011699602915888188 0.008617258871196413 -0.011434552353807553 -0.00316445998344759 0.008047073425422619 -0.0010904917206452625 -0.0016713506173647139 -0.004529433086298449 -0.017244703307769428 -0.008111429288440086 0.019678186945859846 -0.0009901375044447285 0.0015909892253294373 0.005126541392249603 -0.0039501821265616405 0.0020075764649302203 0.0007331836587980075 0.008539735235779475
0.01052121522293538 0.008364013750240819 -0.003612458490690403 -0.009080468380326981 -0.001638978267944391 -0.011873277078639196 -0.019899121888439866 0.016593491675015982 0.004666565644288647 -0.004232035768939308 -0.003827468297579292 -0.010369810196235375 0.012637596928069051 -0.005372588050726067 0.0073131827694162856 0.004245713483963772 -0.011893521763874025 0.0045022635874733905 -0.0041628060865690495 0.002077151456285865 -0.005775186010640935 0.004084785280203437 -0.035750386076918356 0.005354228483411846 0.014489972439645197 -0.018016621575577624 0.006934154069383813 0.019389462282963427 -0.01729225937128746 -0.003848548185662576 -0.004530154807311063 -0.0014724492600687628 -0.0005831978792581524 -0.0027279684840027007 0.007461710891358694 0.007599548092448244 0.030001806187743927 0.004595451489187625 -0.0034932309788152814 -0.002222479555265588 -0.0009198667056075275 0.0016448579471202403 0.01750337961451195 0.006886592937587365
-0.0027952414009911977 0.006330264138240132 -0.009459812808969572 -0.005027695243605973 -0.010554446258318922 0.0017370954821409493 0.03204487641157017 -0.009149475478531581 0.01042910773175559 0.00024560860492205003 -0.003264062056115723 -0.002984965737010286 -0.001062646479805437 0.004725862383736546 0.01508426068072504 0.006019918676260295 -0.0046062956004713045 0.004048441151840126 -0.0030387380460990205 0.0007617660561375586 0.030178586230786744 0.010238475864929953 0.018477127542047472 -0.00435821409278651 0.03615595311072417 0.018552274838071314 -0.005824686070039028 -0.011022497294191502 -0.0071237862110734304 0.002004271220088565 -0.006805930341861116 -0.0035627301415726864 -0.007848220730895649 0.0006428136388311829 -0.008357108622167798 -0.007833455634675891 0.01958636493069037 -0.008329420036147816 0.034658500142050984 -0.01967168978875629 0.007796453572677928 0.00757087095576001 0.0003658801907944271 0.003653102322615387
-0.02361781154162438 0.007472925025114615 0.0008959742355005696 -0.0042090624527066 0.014444537735062903 0.00638854943479922 -0.024259018102647866 -0.00857243593017297 0.003473070887805564 0.00585200952005791 -0.0032107131207833213 -0.0034029675457304715 -0.0010544926851832684 -0.00838975721814444 -0.004479416950526359 -0.0013847165252361703 -0.0030686203858234606 0.003984710585679095 0.010128600376127731 0.0009542762604224636 -0.010562231266178425 0.0003884662513146053 -0.007098670446681444 -0.0018329743643796794 -0.003757333895431437 0.007383398075523495 -0.010735721371240979 -0.008479254223440244 -0.020008539234080986 0.006921057777128106 0.004309830971588804 0.0014683833482077397 -0.004040523347408314 0.00031897463493524194 0.000666751231708291 -0.010579748571688438 -0.032532908497097494 -0.004021294972338102 0.004635623450567907 -0.0007808030235245809 -0.00048275989078068064 0.007914523209032777 0.013816167901077495 0.0025446757562535833
0.00447067287659538 0.005697152203229245 -0.0020481207840557804 -0.0036640228793687916 -0.00013334603090768015 0.008408555074696403 0.00879773268960068 0.006292247266981205 0.00016142270297736104 0.0012130985520247366 0.01698546401679448 0.005850607371259557 0.02120310308909524 0.0007542456093998502 -0.0035061556261580216 0.0009654565109551602 -0.0015238723579839037 -0.005156904197191911 -0.01100056416397205 -0.005133489064287397 0.00995098867504284 0.0035780371058781063 0.002760228010127036 -0.011880322248626667 0.01763959433305763 -0.014849803772383017 0.03220354677951798 -0.010424185641973338 0.010566746766140056 -0.011385428250345926 -0.0001657568789867354 -0.006797570401240407 -0.0015813963119035894 -0.008828766306533512 -0.017125121196638164 -0.0010043063912080642 -0.061470515840881715 -0.02182633288938057 -0.009514310035814386 -0.0007971999515602104 0.008855649260127095 -0.006435611517226176 -0.021664180155408285 0.0005987484237206394
-0.025311155268210726 0.004016122604799249 -0.02045696061455881 0.00024672278096984457 0.00892293451015031 -0.009957863377092833 -0.019162865574190963 0.006956318433790003 0.003351021289748279 0.00014415980615110078 -0.005697830411654081 -0.005397300216599422 0.016839901655430586 0.011345876036522103 -0.0029191266664866343 -0.0011009703583056089 -0.004802544735826503 -0.00243204897610962 0.0027717337403052778 -0.001584326899745132 0.025209625778782913 -0.006538486622004613 0.01684135113561249 0.01282502080418774 -0.008218781162568592 0.006366937106157244 0.01901810382298239 0.028623682246460308 0.002487063444749572 0.001482974807236714 -0.00762590970125861 -0.00013562329414936426 -0.004948931523866846 0.006260997803666588 0.012706683206614352 -0.007819721251452019 0.015616731573976755 0.008218641393120592 -0.009983627552289072 0.009881208685552778 0.004513616691053164 -0.006718993581634996 0.0038259311417587773 0.008895233405337969
